,id,name,summary,space,description,experiences_offered,neighborhood_overview,notes,transit,access,interaction,house_rules,host_id,host_since,host_about,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
166,14666914,Nice & Equipped Double Bedroom in Dollis Hill! BR2,"Large & Private Double Bedroom only 3 minutes walk to Dollis Hill tube station. Reach Central London in 10 Mins! Fully Furnished with Double bed, Desk, Wardrobe, LCD TV and more! Shared use of fully Equipped Kitchen with Breakfast Bar. Access to Garden. Access to Shared Shower room & Separate WC. Perfect for couples, solo adventurers, and business travellers.","Large & Private Double Bedroom only 3 minutes walk to Dollis Hill tube station. Reach Central London in 10 Mins! Fully Furnished with Double bed, Desk, Wardrobe, LCD TV and more! Shared use of fully Equipped Kitchen with Breakfast Bar. Access to Garden. Access to Shared Shower room & Separate WC. Perfect for couples, solo adventurers, and business travellers.","Large & Private Double Bedroom only 3 minutes walk to Dollis Hill tube station. Reach Central London in 10 Mins! Fully Furnished with Double bed, Desk, Wardrobe, LCD TV and more! Shared use of fully Equipped Kitchen with Breakfast Bar. Access to Garden. Access to Shared Shower room & Separate WC. Perfect for couples, solo adventurers, and business travellers. Large & Private Double Bedroom only 3 minutes walk to Dollis Hill tube station. Reach Central London in 10 Mins! Fully Furnished with Double bed, Desk, Wardrobe, LCD TV and more! Shared use of fully Equipped Kitchen with Breakfast Bar. Access to Garden. Access to Shared Shower room & Separate WC. Perfect for couples, solo adventurers, and business travellers. Guests Have private access to The room as well as Shared Access to The Kitchen, Shower room, Separate WC & Garden Available when needed Located in a leafy Street in Zone2/3. Only 3 Minutes walk To Dollis Hill station. Shops Etc available nearby. Only 3 Minutes walk To Dollis ",none,Located in a leafy Street in Zone2/3. Only 3 Minutes walk To Dollis Hill station. Shops Etc available nearby.,,Only 3 Minutes walk To Dollis Hill station. Reach Central London in only 10 mins by tube!,"Guests Have private access to The room as well as Shared Access to The Kitchen, Shower room, Separate WC & Garden",Available when needed,,91119940,2016-08-21,,within an hour,100%,f,t,t,Brent,NW10 1EB,51.55400640260439,-0.2427731474442469,t,House,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,Washer,""Smoke detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,0.0,8.0,1,0.0,1,flexible,f,f,34.0
167,17708456,double bathroom 3 bedroom flat,"My place is good for couples, solo adventurers, business travellers, families (with kids), and big groups.",,"My place is good for couples, solo adventurers, business travellers, families (with kids), and big groups.",none,,,,,,,120683066,2017-03-14,,within a day,100%,f,t,f,Camden,NW1 1NJ,51.53285389115178,-0.13803773617876774,t,Apartment,Entire home/apt,7,2.0,3.0,4.0,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Bed linens""}",,,35.0,1,0.0,1,flexible,f,f,152.0
168,15868879,"2 Double Bedrooms, Stunning Flat, Great location","My place is very close to The Horniman Museum and Gardens, East Dulwich, Honor Oak Park and Peckham. You’ll love my place because of the interiors, the location and the views. My place is good for couples and families. London Zone 3 only 12 minutes by train to central London (London Bridge) or direct to Shoreditch in 20 minutes or 10mins to the tube at Canada Water, the transport links are excellent by the way. The Flat is a 5 - 10 minute walk to the station depending on walking pace!","Newly refurbished to a very high standard with fantastic open plan kitchen and living area with breakfast bar and all the mod-cons including 50 inch Sony 4K TV with Netflix etc, high end speakers for TV or MP3 players. 42 inch Plasma TV also in the second bedroom. Designer bathroom with high pressure large shower head and many attractive/interesting features throughout the apartment such as window into the hallway area.  Wonderful views over leafy south London with breathtaking sunrises most clear mornings.","My place is very close to The Horniman Museum and Gardens, East Dulwich, Honor Oak Park and Peckham. You’ll love my place because of the interiors, the location and the views. My place is good for couples and families. London Zone 3 only 12 minutes by train to central London (London Bridge) or direct to Shoreditch in 20 minutes or 10mins to the tube at Canada Water, the transport links are excellent by the way. The Flat is a 5 - 10 minute walk to the station depending on walking pace! Newly refurbished to a very high standard with fantastic open plan kitchen and living area with breakfast bar and all the mod-cons including 50 inch Sony 4K TV with Netflix etc, high end speakers for TV or MP3 players. 42 inch Plasma TV also in the second bedroom. Designer bathroom with high pressure large shower head and many attractive/interesting features throughout the apartment such as window into the hallway area.  Wonderful views over leafy south London with breathtaking sunrises most clear morning",none,"Beautiful parks, great pubs, cafes, shops and restaurants.  The apartment itself is one of four flats based in a wonderful period conversion building. There is ample free parking directly outside the apartment building and on the entire street. Note there is no 'off street' parking.",Drop me a note if the check in and out times are not suitable as I will do my best to be flexible and accommodate your needs. Note: There is ample free parking directly outside the apartment building and on the entire street. There is no 'off street' parking. The apartment is a top floor flat on the 2nd floor. Note that there is no lift and so guests must be able to climb the 2 flights of stairs.,"London Zone 3 only 12 minutes by train to central London (London Bridge) or direct to Shoreditch in 20 minutes or 10mins to the tube at Canada Water, the transport links are excellent by the way. The Flat is a 5 - 10 minute walk to the station depending on walking pace! Honor Oak Park and Forest Hill Stations are the closest. 0.5 miles away. Bus stop is just 50 metres away outside the flat to Dulwich, Brixton and Lewisham. However for central/city I normally always walk to train station as really takes no time at all.",,,"- Lock flat front door behind you with the key as it doesn't self lock - Please turn off lights, heating and all appliances each and every time you leave the flat - Please do not wear shoes in the bedrooms and if at all dirty please take off at the front door so not to stain or damage the carpets. Many thanks!",53807062,2016-01-08,,within an hour,100%,f,t,t,Lewisham,SE23 3AA,51.44656336925144,-0.05427561026034579,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,125.0,30.0,1,0.0,1,moderate,f,f,120.0
169,16362109,Modern bedrom for two in a central London mews,"A double size bed in a large bright room with inbuilt cupboards. Surrounding area of Notting Hill, West End & Kensington have fantastic amenities & Hyde Park is 300 meters away. Access to 5 tube lines within a 5 minute walk. In the past a 'Mews' was a row of stables, usually with carriage houses below and living quarters above. Now they form a lovely and historical part of London to live and stay.",,"A double size bed in a large bright room with inbuilt cupboards. Surrounding area of Notting Hill, West End & Kensington have fantastic amenities & Hyde Park is 300 meters away. Access to 5 tube lines within a 5 minute walk. In the past a 'Mews' was a row of stables, usually with carriage houses below and living quarters above. Now they form a lovely and historical part of London to live and stay. Guests will have access to a shared bathroom, large kitchen with washing machine, living and dining area and a separate garage for any further storage needs. This is a flat share with three lively people and we will always be here for tips or invites to pubs! One of the most well located spots in London, our house is a mere 250 metres from the famous Hyde Park, a short 15-20 minute walk to Notting Hill and a short taxi/uber ride to Mayfair, Soho and the West End. Paddington Station with 4 tube stations and the overground as well as the tube station Lancaster Gate on the Central Line will get ",none,"One of the most well located spots in London, our house is a mere 250 metres from the famous Hyde Park, a short 15-20 minute walk to Notting Hill and a short taxi/uber ride to Mayfair, Soho and the West End.",,"Paddington Station with 4 tube stations and the overground as well as the tube station Lancaster Gate on the Central Line will get you anywhere in no time. This area is surrounded by Theatres, Bars, Restaurants, Parks and other attractions that are all accessible by foot.","Guests will have access to a shared bathroom, large kitchen with washing machine, living and dining area and a separate garage for any further storage needs.",This is a flat share with three lively people and we will always be here for tips or invites to pubs!,,107149940,2016-12-13,,within an hour,100%,f,t,f,Westminster,W2 3HG,51.51400896523845,-0.17991373644646802,t,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private living room"",""Hot water"",""Luggage dropoff allowed"",""Paid parking on premises""}",,,20.0,1,0.0,2,moderate,f,f,59.0
170,19094295,Serenity home away from home!!!,"1 bedroom flat in a quite,safe and family friendly neighbourhood 20 minutes away from the heart of London by either bus,train or river taxi it is on the second floor of an old building and there is no lift however I'm more than willing to help with the bags at check in and out.This is a no smoking no pets home It is always kept immaculate.There is large 56inch Smart TV with Netflix,Amazon Prime and You tube and super fast broadband a 4 seater dining table and a work station  to work from home","kitchen you have a fridge Freezer,Washing Machine,Microwave,Gas Hob,Toaster,and an oven,kettle,and every kitchen utensils you might need and a dining table that sits 4.The bathroom is kept clean at all times with fresh clean towels and a hair dryer and ironing board and iron This  is a non smoking home. However there is a balcony were one can smoke.Clapham. junction station is around the corner with trains to Gatwick and Heathrow are all 30 min away by train There is also a river taxi 5 min away from the house which takes you right under the London eye in 20 min best way to see London in my opinion.The grocery store is right across the street.","1 bedroom flat in a quite,safe and family friendly neighbourhood 20 minutes away from the heart of London by either bus,train or river taxi it is on the second floor of an old building and there is no lift however I'm more than willing to help with the bags at check in and out.This is a no smoking no pets home It is always kept immaculate.There is large 56inch Smart TV with Netflix,Amazon Prime and You tube and super fast broadband a 4 seater dining table and a work station  to work from home kitchen you have a fridge Freezer,Washing Machine,Microwave,Gas Hob,Toaster,and an oven,kettle,and every kitchen utensils you might need and a dining table that sits 4.The bathroom is kept clean at all times with fresh clean towels and a hair dryer and ironing board and iron This  is a non smoking home. However there is a balcony were one can smoke.Clapham. junction station is around the corner with trains to Gatwick and Heathrow are all 30 min away by train There is also a river taxi 5 min away f",none,,Please check location before booking the apartment in about 20 mins drive from the city centre and tourist sites.They 24hr buses and bus stop right by the flat.countless number of restaurants and cafes in the area over 7 fitness clubs within a walking distance.Again this is my home they will be personal things,Apartment comes with a parking free parking,,I'm available 24/7 for any questions and help you might need during your stay.,Make sure you place things where you found them.no loud music or smoking indoors,11764616,2014-01-29,"EASY GOING TIDY OPEN MINDED.WORK IN HOSPITALITY FOR THE PAST 15 YEARS. 5* HOTEL MANAGER FROM LONDON,FITNESS FANATIC AND A WORLD TRAVELER.",within a few hours,100%,t,t,f,Wandsworth,SW11 2QX,51.466270109872895,-0.18206279515165447,f,Apartment,Entire home/apt,2,1.0,1.0,1.0,Couch,"{TV,""Cable TV"",Wifi,Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",,,10.0,1,0.0,1,strict_14_with_grace_period,f,f,80.0
171,20534151,Beautiful double room in Clapham.,For your stay is a lovely spacious double room in Clapham. 3 minutes walk from Clapham North tube station. The place is close to bars and restaurants of Clapham high street and 10 min tube ride into central London.,Guests will love staying here due to the proximity to the tube station along with the hustle and bustle of Clapham High Street. Comfortable room to relax in after a long day around london.,"For your stay is a lovely spacious double room in Clapham. 3 minutes walk from Clapham North tube station. The place is close to bars and restaurants of Clapham high street and 10 min tube ride into central London. Guests will love staying here due to the proximity to the tube station along with the hustle and bustle of Clapham High Street. Comfortable room to relax in after a long day around london. The bedroom, toilet, bathroom and kitchen. Also free to join us in the living room. We are always around and available to help/ answer any question you have about London, places to visit, places to eat. Feel free to join us in the living room for chats and feel at home. Clapham is a great area to live. Full of friendly and welcoming people, comes to life at night with its extensive bars and restaurants. It also has a public leisure centre for swimming, gym and jacuzzi. The beautiful Clapham Common is not far from the flat about 10 minute walk, filled with sun worshippers and people wanting",none,"Clapham is a great area to live. Full of friendly and welcoming people, comes to life at night with its extensive bars and restaurants. It also has a public leisure centre for swimming, gym and jacuzzi. The beautiful Clapham Common is not far from the flat about 10 minute walk, filled with sun worshippers and people wanting to chill after a hard days work! The flat is a short tube ride to all the museums London has to offer, shopping in Oxford Street, Harrods and more. The room offers a comfortable space to relax, with wardrobe space, draws and a tv with Netflix to watch films in the evening.",We have a daughter and a cat.,"We are based on the Northern line (black). You can get to us straight from Euston or Kings Cross. There is also Clapham High street overground 5 mins walk from the flat. Plenty of buses covering central London, Camden, Kensington and beyond.","The bedroom, toilet, bathroom and kitchen. Also free to join us in the living room.","We are always around and available to help/ answer any question you have about London, places to visit, places to eat. Feel free to join us in the living room for chats and feel at home.",,84797829,2016-07-19,"I enjoying travelling the world, cooking and cycling. Renting on Airbnb has enabled me to stay at many beautiful places with the comfort of being at home.",,,t,t,f,Lambeth,SW9 9NG,51.463743878310176,-0.1267738763016797,t,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,"{Wifi,Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",Essentials,Hangers,Iron,""Children’s books and toys"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,0.0,15.0,1,10.0,2,moderate,f,f,45.0
172,17959739,Newly Refurbished Large Family Home-6 min to Tube,"My house is a newly refurbished, luxury 6 bedroom holiday home set in the heart of Turnpike Lane – just 6 mins from Turnpike Lane Tube Station and 15 minutes into Central London by Tube. *House is now ready to welcome you and your family to come and Enjoy London. 6 bedrooms, 2 bathrooms, large open plan kitchen/dining / Separate living area, parking available, TV and fibre broadband, it really is a wonderful spacious home for families and groups of people to explore this beautiful city.","Newly Refurbished Large Family Home, 6 minutes from Turnpike Lane. Interiors are my passion and this house won't disappoint. 6 bedrooms, 1 receptions room, Kitchen/Diner. Welcome Breakfast and Drinks Provided with a Costa Coffee with press of a Bosh Tassimo machine, a great new kitchen/Diner, opening onto garden where you will only hear Birds, this house is perfect for a anyone who wants to get-away or for those who love to be entertained in our wonderful London City. The House has just finished going though complete renovations and it now boasts 2 Double Room in the Loft with 1 ensuite. 1st floor has 2 nice size Double bed and 1 single with separate very large luxury bathroom. Downstairs there is a large Double Bedroom, separate toilet/Sink under the stairs, small utility room leads into the newly built luxury kitchen with Granite worktop and spacious Dining area.  Very large Living room with a large Tv, Sofa. House itself is stepped back from the main Road, front garden is approximat","My house is a newly refurbished, luxury 6 bedroom holiday home set in the heart of Turnpike Lane – just 6 mins from Turnpike Lane Tube Station and 15 minutes into Central London by Tube. *House is now ready to welcome you and your family to come and Enjoy London. 6 bedrooms, 2 bathrooms, large open plan kitchen/dining / Separate living area, parking available, TV and fibre broadband, it really is a wonderful spacious home for families and groups of people to explore this beautiful city. Newly Refurbished Large Family Home, 6 minutes from Turnpike Lane. Interiors are my passion and this house won't disappoint. 6 bedrooms, 1 receptions room, Kitchen/Diner. Welcome Breakfast and Drinks Provided with a Costa Coffee with press of a Bosh Tassimo machine, a great new kitchen/Diner, opening onto garden where you will only hear Birds, this house is perfect for a anyone who wants to get-away or for those who love to be entertained in our wonderful London City. The House has just finished going t",none,"Our neighbourhood - it's vibrant and full of character. The house is a stone's throw from Wood Green and Green Lanes, where you can get some of the best Turkish food in London as well as Shopping Mall with various shops to choose from, 2 Cinema. There are also great local cafes to choose from as well as Hornsey and Crouch End few minutes away, and lots of lovely parks including the Historic Alexandra Place. I will be happy to make any recommendations in Planning your Stay in London, help with booking your favourite site-seeing, Theatres if you're interested.","We offer Additional Service and facility: * Airport Pick up/Drop * Guided Tour of London/United Kingdom or drive you anywhere in Europe * Home made Indian Lunch/Dinner can be provided on request  * Private Car Hire with Driver Available  * Chauffeur driven facility available  *  Please email us with any request outside this options or any wish and we     will endeavour to make it happen. * Shopping trips can be organised to Largest shopping malls i.e. Brent Cross, Choice of 2 Westfield in London or Lakeside Or Bluewater outside London in Kent * Day trip can be arranged to Zoo, Tourists spots, Stonehenge and so many more. What every may be your wish just ask and I will try to accommodate","Our house is very well situated for public transport links. You can walk to Turnpike Lane tube (6 mins, zone 3). There are also lots of bus routes into Central London and around London.","Feel free to use the house as your own home, if I can add anything extra pleas feel free to ask.","The whole house will be yours, as we only let the whole house whilst we live minute away in our own house. We will ensure we meet you, checked in properly, feel at home and will be contactable during your stay if you need us. Also on hand if assistance is required with traveling into London, Booking tickets to theatre, Provide any kind of help, just ask, Can provide ideas where to shop or go, Can help with private car hire or drop to airport or pick up Happy to listen and help in any way.","Please Note house is in a safer neighbourhood area where everyone knows each other, please smoke where it does not offend your local's. Smoking generally is fine but do not throw butts in the grass. Any stains on Carpets or bedding/towels will be chargeable  Window shutters throughout the house, they are not to be used for drying laundry please, it will get damaged and expensive to repair, thank you",20732935,2014-08-30,,within an hour,100%,t,t,f,Haringey,N15 3PR,51.587786132400204,-0.09737747112336544,f,House,Entire home/apt,13,2.5,6.0,6.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Crib,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Oven,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",,200.0,150.0,7,30.0,1,moderate,f,f,200.0
173,18745637,"Large bright room, 10 min walk to London Eye","Large and bright private room with three single beds above traditional pub. Use of a shared kitchen and two shared bathrooms.  Great central location. Short walk from Imperial War Museum, London Eye, Southbank and Houses of Parliament. Short walk from Lambeth North Underground and Waterloo Station, as well as several bus stops.","The location is perfect for sight-seeing and exploring London, with all the major attractions and sights easily accessible from the room. It is also located above a traditional pub, so an ideal place to start for a few drinks and food if heading out on the town! Pub website:  (Website hidden by Airbnb)  ***We are now taking bookings for Christmas and New Year's. We are located in the heart of the city- Christmas markets and Hyde Park's Winter Wonderland only a short bus/tube ride away & the only a 10 minute walk from the famous London NYE fireworks. Staying above The Pineapple, you will easily be able to get there nice and early to get a good spot, but please note that this is a ticketed event (see link below)***  (Website hidden by Airbnb)","Large and bright private room with three single beds above traditional pub. Use of a shared kitchen and two shared bathrooms.  Great central location. Short walk from Imperial War Museum, London Eye, Southbank and Houses of Parliament. Short walk from Lambeth North Underground and Waterloo Station, as well as several bus stops. The location is perfect for sight-seeing and exploring London, with all the major attractions and sights easily accessible from the room. It is also located above a traditional pub, so an ideal place to start for a few drinks and food if heading out on the town! Pub website:  (Website hidden by Airbnb)  ***We are now taking bookings for Christmas and New Year's. We are located in the heart of the city- Christmas markets and Hyde Park's Winter Wonderland only a short bus/tube ride away & the only a 10 minute walk from the famous London NYE fireworks. Staying above The Pineapple, you will easily be able to get there nice and early to get a good spot, but please no",none,"The Lambeth North/Waterloo area is a very central London location with fantastic transport links. It is a wonderfully diverse and safe community, with plenty of bars, restaurants, coffee shops etc. Several major attractions are within walking distance (London Eye, Houses of Parliament, Westminster Abbey), as well as South Bank and the trendy Lower Marsh.","Please note that the stairs that guests use to exit/enter the pub after check in are spiral and quite narrow, so not suitable for young children or those with mobility issues. Please message Emma if you have any concerns and we will allow access through the pub where possible. Also note that the room is located directly above a pub so there may be noise from the pub in the evenings, but this is usually not a problem past 11pm on week days and midnight on Fridays and weekends.",- Waterloo Rail Station/ Underground: 10 min walk - Lambeth North Underground: 2 min walk - Several buses stop nearby,"The room is located above a traditional pub called The Pineapple.  The room is private and you will be given a set of keys for the room. Usually you will be taken up to the room through the pub but guests will then have a separate entrance/exit through the back of the pub, so you will not need to go through the pub to get to your room throughout your visit. *** The back route involves an outdoor spiral staircase, so please let us know if you have any large luggage or mobility issues and we will do our best to assist *** Guests have access to a small but well-equipped kitchen, three toilets and two shower rooms (all communal). The room itself, the kitchen and one toilet are located on the same floor (directly above the pub), and the two shower rooms with toilets are located on the floor above. *** Guests will have to walk one flight of stairs to access the room and then another flight of stairs to access the shower rooms *** Guests are more than welcome to eat and drink downstairs in Th","As the Air Bnb hosts, we are father (Sean) and daughter (Emma). One of us are usually around to help out if needed, but we will give you space. Alternatively, you can speak to Emma on the Air Bnb App or speak to Ted behind the bar.",,67480573,2016-04-16,"Hello,
I am a 25 year old female, who works in mental health, and runs two air bnb rooms with my Dad (Sean) above our family pub. 
We love hosting guests at our place. ",within a few hours,100%,f,t,f,Lambeth,SE1 7DZ,51.496637539800936,-0.11461035274646544,f,Apartment,Private room,3,2.5,1.0,3.0,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Other}",,100.0,20.0,3,20.0,3,moderate,f,f,80.0
174,17933476,MODERN DOUBLE ROOM - 3 MIN FROM TUBE - EAST LONDON,"Modern & clean 10 square meter room with double bed. Shared bathroom. Short distance Canning Town Underground & DLR, ExCel center, London City Airport, Canary Wharf, O2 Arena, Stratford Olympic park, 15min Bank tube station. Perfect for those visiting London for business or Holiday. - Close to Excel Centre - Local bars and restaurants - 20 minutes from Central London - Close to local park - 24h bus service - 24h Underground from Friday morning until Sunday evening - 24h local shop",,"Modern & clean 10 square meter room with double bed. Shared bathroom. Short distance Canning Town Underground & DLR, ExCel center, London City Airport, Canary Wharf, O2 Arena, Stratford Olympic park, 15min Bank tube station. Perfect for those visiting London for business or Holiday. - Close to Excel Centre - Local bars and restaurants - 20 minutes from Central London - Close to local park - 24h bus service - 24h Underground from Friday morning until Sunday evening - 24h local shop Always available if you require help or recommendations but will not be intrusive. Close to London City Airport, Stratford Olympic Park, Canary Wharf, Greenwich, O2 Arena and only 30 minutes from Big Ben and City Center. 3 minutes walk from Caning Town tube station where you can take the Jubilee line and the DLR. WiFi: Fiber optic technology - provides the highest possible speed of Internet connection. Washing machine available for £5 fee per 7kg wash (to cover costs of washing powder, electricity and water b",none,"Close to London City Airport, Stratford Olympic Park, Canary Wharf, Greenwich, O2 Arena and only 30 minutes from Big Ben and City Center.","WiFi: Fiber optic technology - provides the highest possible speed of Internet connection. Washing machine available for £5 fee per 7kg wash (to cover costs of washing powder, electricity and water bills). To be handled cash prior use.",3 minutes walk from Caning Town tube station where you can take the Jubilee line and the DLR.,,Always available if you require help or recommendations but will not be intrusive.,"- Check-in before 8pm (flexible Sunday to Thursday evenings, on demand). - Check-out strictly before 11am as room has to be cleaned and ready for guests arriving the same day from 3pm - £20 per started hour will be asked if check-out is done later. - Quiet time between 10pm and 8am. - Smoking is forbidden in the guest's room but allowed on the balcony in the shared area (therefore some very light smoke smell could be detected by more sensitive people...).",29818710,2015-03-22,"Hi there, welcome to our home!

We are a French couple who enjoy meeting people from all over the world and enjoy showing others why we love living in London. All the museums and art galleries are just few minutes by tube away from us. We know a lot about London as we have been living here over 12 years. 

We adore traveling when possible and are pleased to offer our spare room for others to enjoy London, one of the best cities in Europe. 

Come and stay with us and enjoy all that London has to offer!",,,t,t,t,Newham,E16 1GS,51.51571157384286,0.008588578723167805,f,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,Wifi,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you""}",,0.0,20.0,1,5.0,1,strict_14_with_grace_period,f,f,39.0
175,20282053,"Private family Room in Battersea ,central London","A large, spacious, fully furnished family room located on the lower ground floor for added privacy, with 2 large windows to allow plenty of natural light. Perfect for families or groups, the room has a queen size and single bed, a couch, chair and plenty of storage space. The shared kitchen/dining room and bathroom are upstairs. Self checking, also possible early checking for luggage.","Located centrally but on a quiet street, there are 2 train stations nearby, Battersea Park Road and Queenstown Road, with trains to central London. There is also a bus stop 100m away, with buses to the centre. Battersea Park, Chelsea Bridge and Battersea Power Station are all within 10 minutes’ walk of the apartment.  Newly decorated Flat ! lots of light and space the room is on Battersea park very central London , you could walk to the famous Chelsea Bridge, and to Victoria station by bus only 15 mints","A large, spacious, fully furnished family room located on the lower ground floor for added privacy, with 2 large windows to allow plenty of natural light. Perfect for families or groups, the room has a queen size and single bed, a couch, chair and plenty of storage space. The shared kitchen/dining room and bathroom are upstairs. Self checking, also possible early checking for luggage. Located centrally but on a quiet street, there are 2 train stations nearby, Battersea Park Road and Queenstown Road, with trains to central London. There is also a bus stop 100m away, with buses to the centre. Battersea Park, Chelsea Bridge and Battersea Power Station are all within 10 minutes’ walk of the apartment.  Newly decorated Flat ! lots of light and space the room is on Battersea park very central London , you could walk to the famous Chelsea Bridge, and to Victoria station by bus only 15 mints The flat has 3 more bedrooms for other guest, you will need to share the bathroom and kitchen area . I ",none,"Battersea is a great Location to be on holidays  for any one, kids will love the play ground area in the Battersea park, and is great to go for a lovely walk. there is a zoo in the park. Also you can have a nice walk across the Thames on the famous Chelsea bridge","The flat has got a patio where people could smoke ,","It very easy from that location almost to go everywhere, check the web page london transport journey planer .","The flat has 3 more bedrooms for other guest, you will need to share the bathroom and kitchen area .","I Live very near to the area, and i will be available to help specially on whatsap for anything you need, just ask.",Quiet time after 10pm,50467146,2015-12-03,,within an hour,100%,f,t,f,Wandsworth,SW11 4DE,51.47626015089055,-0.15014227942172406,t,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Paid parking on premises""}",,100.0,15.0,2,10.0,2,moderate,f,f,42.0
